htsus,rule_text,page,note
6201-6208,"(1) If the good consists of two or more component parts, a change to an assembled good of heading 6201 through 6208 from unassembled components, provided that the change is the result of the good being wholly assembled in a single country, territory, or insular possession. (2) If the good does not consist of two or more component parts, a change to heading 6201 through 6208 from any heading outside that group, except from heading 5007, 5111 through 5113, 5208 through 5212, 5309 through 5311, 5407 through 5408, 5512 through 5516, 5602 through 5603, 5801 through 5806, 5809 through 5811, 5903, 5906 through 5907, and 6217, and subheading 6307.90, and provided that the change is the result of a fabric-making process.",,the only entry from this document that the eCFR did not incorporate
